PROT1	PROT2	RANK_MAJOR	RANK_MINOR	TYPE	PDB_ID	BIO_UNIT	CHAIN1	MODEL1	SEQ_IDENT1	COVERAGE1	SEQ_BEGIN1	SEQ_END1	DOMAIN1	CHAIN2	MODEL2	SEQ_IDENT2	COVERAGE2	SEQ_BEGIN2	SEQ_END2	DOMAIN2	FILENAME
A0AV96	Q8N6W0	1	0	Dom_dom_model	6nty	-	B	-	22.4	10.8	74	137	RRM_1	A	-	30.9	13.8	403	470	RRM_1	A0AV96-Q8N6W0-MDD-RRM_1-RRM_1-6nty-B-23-92-A-23-92.pdb
A0AV96	Q9NWB1	1	0	Dom_dom_model	6nty	-	A	-	22.1	10.8	74	137	RRM_1	B	-	23.9	16.6	120	185	RRM_1	A0AV96-Q9NWB1-MDD-RRM_1-RRM_1-6nty-A-23-92-B-23-92.pdb
A0AVK6	Q96AV8	1	0	Dom_dom_model	1cf7	-	A	-	37.0	7.2	115	180	E2F_TDP	B	-	25.6	6.9	145	211	E2F_TDP	A0AVK6-Q96AV8-MDD-E2F_TDP-E2F_TDP-1cf7-A-18-82-B-68-147.pdb
A0AVT1	O15205	1	0	Model	3cmm	2	C	0	43.1	93.3	38	1019	-	D	0	40.3	37.6	104	165	-	A0AVT1-O15205-MDL-3cmm.pdb2-C-0-D-0.pdb
A0AVT1	P0CG48	1	0	Model	3cmm	2	C	0	43.1	93.3	38	1019	-	D	0	96.1	11.1	533	608	-	A0AVT1-P0CG48-MDL-3cmm.pdb2-C-0-D-0.pdb
A0FGR8	A0FGR8	1	0	Structure	4npj	4	B	0	95.3	32.1	364	659	-	A	0	98.3	32.2	363	659	-	A0FGR8-A0FGR8-EXP-4npj.pdb4-B-0-A-0.pdb
A0FGR8	A0FGR9	1	0	Model	4npj	3	A	1	98.3	32.2	363	659	-	B	0	43.5	34.1	285	586	-	A0FGR8-A0FGR9-MDL-4npj.pdb3-A-1-B-0.pdb
A0FGR8	Q9BSJ8	1	0	Model	4npj	4	A	0	98.3	32.2	363	659	-	B	0	47.5	26.5	307	599	-	A0FGR8-Q9BSJ8-MDL-4npj.pdb4-A-0-B-0.pdb
A0FGR9	A0FGR9	1	0	Model	4npj	3	B	0	43.5	34.1	285	586	-	A	1	44.6	34.2	284	586	-	A0FGR9-A0FGR9-MDL-4npj.pdb3-B-0-A-1.pdb
A0FGR9	Q9BSJ8	1	0	Model	4npj	3	B	0	43.5	34.1	285	586	-	A	1	49.7	26.6	306	599	-	A0FGR9-Q9BSJ8-MDL-4npj.pdb3-B-0-A-1.pdb
A0JD37	A0JD37	1	0	Structure	1tvd	1	B	0	98.9	84.1	19	113	-	A	0	98.9	84.1	19	113	-	A0JD37-A0JD37-EXP-1tvd.pdb1-B-0-A-0.pdb
A0N4Z6	P04234	1	0	Structure	6jxr	1	m	0	85.0	100.0	1	20	-	d	0	100.0	63.2	22	129	-	A0N4Z6-P04234-EXP-6jxr.pdb1-m-0-d-0.pdb
A0N4Z6	P07766	1	0	Structure	6jxr	1	m	0	85.0	100.0	1	20	-	e	0	100.0	59.4	33	155	-	A0N4Z6-P07766-EXP-6jxr.pdb1-m-0-e-0.pdb
A0N4Z6	P09693	1	0	Structure	6jxr	1	m	0	85.0	100.0	1	20	-	g	0	100.0	63.2	24	138	-	A0N4Z6-P09693-EXP-6jxr.pdb1-m-0-g-0.pdb
A0N4Z6	P0DSE2	1	0	Structure	6jxr	1	m	0	85.0	100.0	1	20	-	n	0	81.9	91.9	22	306	-	A0N4Z6-P0DSE2-EXP-6jxr.pdb1-m-0-n-0.pdb
A0N4Z6	P20963	1	0	Structure	6jxr	1	m	0	85.0	100.0	1	20	-	a	0	100.0	22.0	22	57	-	A0N4Z6-P20963-EXP-6jxr.pdb1-m-0-a-0.pdb
A1L4K1	Q14324	1	0	Dom_dom_model	3mtr	-	B	-	15.4	10.5	378	460	fn3	A	-	22.2	6.9	1056	1134	I-set	A1L4K1-Q14324-MDD-fn3-I-set-3mtr-B-498-588-A-408-495.pdb
A1L4K1	Q9H788	1	0	Dom_dom_model	3k2m	-	C	-	21.5	9.3	378	451	fn3	B	-	33.3	16.7	347	423	SH2	A1L4K1-Q9H788-MDD-fn3-SH2-3k2m-C-6-87-B-146-221.pdb
A1X283	A1X283	1	0	Model	1ov3	2	B	0	43.3	13.9	152	278	-	A	0	42.2	13.9	152	278	-	A1X283-A1X283-MDL-1ov3.pdb2-B-0-A-0.pdb
A2NI60	A2NI60	1	0	Structure	1bre	1	F	1	100.0	99.1	1	107	-	E	1	100.0	99.1	1	107	-	A2NI60-A2NI60-EXP-1bre.pdb1-F-1-E-1.pdb
A2NUT2	Q6GMX6	1	0	Structure	4lld	1	B	0	100.0	43.0	131	231	-	A	0	100.0	21.3	138	236	-	A2NUT2-Q6GMX6-EXP-4lld.pdb1-B-0-A-0.pdb
A2NUW5	K7N5M3	1	0	Structure	4ndm	1	A	0	98.1	81.2	26	133	-	B	0	60.4	93.2	4	208	-	A2NUW5-K7N5M3-EXP-4ndm.pdb1-A-0-B-0.pdb
A2NUW5	Q6PJ56	1	0	Structure	4ndm	1	A	0	98.1	81.2	26	133	-	B	0	61.4	70.3	21	228	-	A2NUW5-Q6PJ56-EXP-4ndm.pdb1-A-0-B-0.pdb
A2RTX5	P26639	1	0	Model	4p3n	2	C	0	77.4	50.1	401	802	-	D	0	100.0	55.6	322	723	-	A2RTX5-P26639-MDL-4p3n.pdb2-C-0-D-0.pdb
A2RTX5	Q9BW92	1	0	Model	4p3n	1	B	0	77.4	50.1	401	802	-	A	0	59.9	58.2	301	718	-	A2RTX5-Q9BW92-MDL-4p3n.pdb1-B-0-A-0.pdb
A2RUC4	A2RUC4	1	0	Structure	3al5	1	B	0	100.0	98.7	1	311	-	A	0	98.1	97.8	4	311	-	A2RUC4-A2RUC4-EXP-3al5.pdb1-B-0-A-0.pdb
A2RUH7	Q8IUH5	1	0	Dom_dom_model	5oyj	-	D	-	19.7	21.5	270	345	I-set	A	-	31.6	13.1	161	255	Ank_2	A2RUH7-Q8IUH5-MDD-I-set-Ank_2-5oyj-D-332-417-A-18-110.pdb
A4D126	A4D126	1	0	Structure	4cvh	1	A	0	95.1	90.7	43	451	-	A	1	95.1	90.7	43	451	-	A4D126-A4D126-EXP-4cvh.pdb1-A-0-A-1.pdb
A4D1P6	A4D1P6	1	0	Structure	6vyc	-	B	-	93.2	47.1	394	745	-	A	-	94.6	47.1	394	745	-	A4D1P6-A4D1P6-EXP-pdb6vyc.ent-B-0-A-0.pdb
A4D1P6	Q562E7	1	0	Dom_dom_model	6r5z	-	D	-	20.0	3.3	566	590	WD40	F	-	35.9	1.8	1641	1675	WD40	A4D1P6-Q562E7-MDD-WD40-WD40-6r5z-D-7-31-F-75-113.pdb
A4D1S5	P47224	1	0	Model	2fu5	1	D	0	41.4	77.9	14	182	-	A	0	90.4	92.7	10	123	-	A4D1S5-P47224-MDL-2fu5.pdb1-D-0-A-0.pdb
A4D2B0	A4D2B0	1	0	Structure	4v0h	4	D	0	93.7	89.5	2	239	-	C	1	93.2	89.1	2	238	-	A4D2B0-A4D2B0-EXP-4v0h.pdb4-D-0-C-1.pdb
A4GXA9	Q96NY9	1	0	Model	2ziv	1	B	0	37.3	80.7	71	376	-	A	0	60.6	52.6	262	551	-	A4GXA9-Q96NY9-MDL-2ziv.pdb1-B-0-A-0.pdb
A4UGR9	O76041	1	0	Structure	4f14	1	B	0	100.0	0.3	2245	2255	-	A	0	100.0	5.5	958	1013	-	A4UGR9-O76041-EXP-4f14.pdb1-B-0-A-0.pdb
A4UGR9	P20929	1	0	Model	4f14	1	B	0	100.0	0.3	2245	2255	-	A	0	78.2	0.8	6615	6669	-	A4UGR9-P20929-MDL-4f14.pdb1-B-0-A-0.pdb
A5A3E0	A6NK59	1	0	Model	4o60	1	A	0	35.5	18.6	158	357	-	B	0	37.6	31.9	155	341	-	A5A3E0-A6NK59-MDL-4o60.pdb1-A-0-B-0.pdb
A5A3E0	O15264	1	0	Model	2v5q	1	D	0	35.2	9.8	256	360	-	A	0	30.9	72.1	23	285	-	A5A3E0-O15264-MDL-2v5q.pdb1-D-0-A-0.pdb
A5D8V6	Q99816	1	0	Dom_dom_model	2p22	-	C	-	16.8	40.6	6	149	Mod_r	A	-	38.1	16.2	317	379	Vps23_core	A5D8V6-Q99816-MDD-Mod_r-Vps23_core-2p22-C-57-202-A-316-379.pdb
A5X5Y0	P46098	1	0	Model	4pir	1	C	0	37.7	88.8	51	455	-	B	0	87.8	68.8	30	358	-	A5X5Y0-P46098-MDL-4pir.pdb1-C-0-B-0.pdb
A5YKK6	O75175	1	0	Structure	5fu6	1	D	0	98.7	21.9	1842	2361	-	F	0	98.6	19.1	605	748	-	A5YKK6-O75175-EXP-5fu6.pdb1-D-0-F-0.pdb
A5YKK6	P26196	1	0	Structure	4crw	1	A	0	100.0	9.5	1093	1317	-	B	0	100.0	32.7	307	464	-	A5YKK6-P26196-EXP-4crw.pdb1-A-0-B-0.pdb
A5YKK6	P26651	1	0	Structure	4j8s	1	A	0	99.4	7.5	827	1004	-	B	0	100.0	3.7	314	325	-	A5YKK6-P26651-EXP-4j8s.pdb1-A-0-B-0.pdb
A5YKK6	Q8WY41	1	0	Structure	4cqo	2	A	0	98.1	21.9	1842	2361	-	B	0	100.0	5.1	40	54	-	A5YKK6-Q8WY41-EXP-4cqo.pdb2-A-0-B-0.pdb
A5YKK6	Q92600	1	0	Structure	4cru	1	A	0	100.0	9.8	1356	1588	-	B	0	99.3	90.0	17	285	-	A5YKK6-Q92600-EXP-4cru.pdb1-A-0-B-0.pdb
A5YKK6	Q9NZN8	1	0	Structure	5fu6	1	D	0	98.7	21.9	1842	2361	-	E	0	100.0	35.4	350	540	-	A5YKK6-Q9NZN8-EXP-5fu6.pdb1-D-0-E-0.pdb
A5YKK6	Q9UFF9	1	0	Model	4gmj	1	A	0	100.0	9.5	1093	1317	-	B	0	78.4	90.4	10	273	-	A5YKK6-Q9UFF9-MDL-4gmj.pdb1-A-0-B-0.pdb
A5YKK6	Q9UIV1	1	0	Structure	4gmj	1	A	0	100.0	9.5	1093	1317	-	B	0	97.4	95.1	10	280	-	A5YKK6-Q9UIV1-EXP-4gmj.pdb1-A-0-B-0.pdb
A6H8Y1	P20226	1	0	Structure	5n9g	1	C	0	100.0	3.7	286	382	-	B	0	100.0	51.9	159	334	-	A6H8Y1-P20226-EXP-5n9g.pdb1-C-0-B-0.pdb
A6H8Y1	Q9HAW0	1	0	Structure	5n9g	1	C	0	100.0	3.7	286	382	-	A	0	89.8	81.6	65	406	-	A6H8Y1-Q9HAW0-EXP-5n9g.pdb1-C-0-A-0.pdb
A6NCL1	A6NCL1	1	0	Structure	5c9n	1	B	0	98.4	18.3	69	129	-	A	0	100.0	15.6	69	120	-	A6NCL1-A6NCL1-EXP-5c9n.pdb1-B-0-A-0.pdb
A6ND01	Q8IYV9	1	0	Structure	5f4e	1	B	0	97.6	83.6	20	228	-	A	0	100.0	66.6	22	254	-	A6ND01-Q8IYV9-EXP-5f4e.pdb1-B-0-A-0.pdb
A6NED2	Q8N371	1	0	Structure	6f4s	1	B	0	100.0	1.3	139	143	-	A	0	98.7	56.2	183	416	-	A6NED2-Q8N371-EXP-6f4s.pdb1-B-0-A-0.pdb
A6NEQ0	P38159	1	0	Dom_dom_model	6dbp	-	A	-	36.8	13.5	11	77	RRM_1	B	-	41.2	17.1	11	78	RRM_1	A6NEQ0-P38159-MDD-RRM_1-RRM_1-6dbp-A-3-72-B-3-72.pdb
A6NEQ0	Q15415	1	0	Dom_dom_model	6dbp	-	A	-	36.8	13.5	11	77	RRM_1	B	-	36.8	13.5	11	77	RRM_1	A6NEQ0-Q15415-MDD-RRM_1-RRM_1-6dbp-A-3-72-B-3-72.pdb
A6NEQ2	Q15561	1	0	Structure	6seo	1	L	0	100.0	3.8	220	235	-	A	0	93.5	50.0	217	433	-	A6NEQ2-Q15561-EXP-6seo.pdb1-L-0-A-0.pdb
A6NGN9	A6NGN9	1	0	Structure	6dle	1	B	0	100.0	80.7	38	308	-	A	0	100.0	80.7	38	308	-	A6NGN9-A6NGN9-EXP-6dle.pdb1-B-0-A-0.pdb
A6NGN9	Q7Z3B1	1	0	Structure	6dld	2	C	0	100.0	79.5	38	304	-	D	0	97.1	78.0	37	312	-	A6NGN9-Q7Z3B1-EXP-6dld.pdb2-C-0-D-0.pdb
A6NGU5	P19440	1	0	Model	4gdx	1	B	0	96.8	33.1	381	568	-	A	0	99.7	60.1	33	374	-	A6NGU5-P19440-MDL-4gdx.pdb1-B-0-A-0.pdb
A6NHC0	P17655	1	0	Structure	2nqa	1	B	0	97.2	45.7	23	343	-	A	0	71.2	45.6	24	342	-	A6NHC0-P17655-EXP-2nqa.pdb1-B-0-A-0.pdb
A6NHR9	A6NHR9	1	0	Structure	6mw7	2	D	0	90.9	27.3	26	572	-	C	0	92.4	27.6	25	577	-	A6NHR9-A6NHR9-EXP-6mw7.pdb2-D-0-C-0.pdb
A6NI15	P13349	1	0	Dom_dom_model	1mdy	-	A	-	32.7	26.9	125	178	HLH	B	-	86.8	20.4	84	135	HLH	A6NI15-P13349-MDD-HLH-HLH-1mdy-A-110-161-B-110-161.pdb
A6NI15	P15884	1	0	Model	2ql2	2	D	0	44.8	30.1	125	182	-	C	0	86.7	9.0	565	624	-	A6NI15-P15884-MDL-2ql2.pdb2-D-0-C-0.pdb
A6NI15	P41134	1	0	Dom_dom_model	6mgn	-	A	-	20.9	21.2	136	178	HLH	B	-	100.0	25.2	68	106	HLH	A6NI15-P41134-MDD-HLH-HLH-6mgn-A-558-600-B-59-99.pdb
A6NI15	Q02363	1	0	Dom_dom_model	4aya	-	B	-	22.0	19.7	139	178	HLH	A	-	100.0	29.9	37	76	HLH	A6NI15-Q02363-MDD-HLH-HLH-4aya-B-36-76-A-35-76.pdb
A6NI15	Q02535	1	0	Dom_dom_model	2lfh	-	A	-	26.2	20.2	138	178	HLH	B	-	100.0	33.6	42	81	HLH	A6NI15-Q02535-MDD-HLH-HLH-2lfh-A-25-66-B-25-66.pdb
A6NI15	Q99081	1	0	Model	2ql2	2	D	0	44.8	30.1	125	182	-	C	0	86.7	8.8	578	637	-	A6NI15-Q99081-MDL-2ql2.pdb2-D-0-C-0.pdb
A6NIH7	P11488	1	0	Model	3rbq	6	F	0	69.8	72.5	68	249	-	L	0	100.0	2.6	2	10	-	A6NIH7-P11488-MDL-3rbq.pdb6-F-0-L-0.pdb
A6NIH7	Q7Z494	1	0	Model	5l7k	1	A	0	68.0	72.1	68	248	-	B	0	100.0	0.5	2	7	-	A6NIH7-Q7Z494-MDL-5l7k.pdb1-A-0-B-0.pdb
A6NJL1	O15156	1	0	Model	1p47	1	A	0	46.4	16.6	408	489	-	B	0	42.7	14.8	345	424	-	A6NJL1-O15156-MDL-1p47.pdb1-A-0-B-0.pdb
A6NK06	A6NK06	1	0	Structure	6r6u	1	B	0	99.8	95.0	5	461	-	A	0	99.8	95.2	4	461	-	A6NK06-A6NK06-EXP-6r6u.pdb1-B-0-A-0.pdb
A6NK44	A6NK44	1	0	Structure	3zw5	1	B	0	100.0	76.9	35	157	-	A	0	100.0	77.5	34	157	-	A6NK44-A6NK44-EXP-3zw5.pdb1-B-0-A-0.pdb
A6NLU0	A6NLU0	1	0	Model	6j0l	3	B	1	41.0	61.7	96	272	-	A	1	41.0	61.7	96	272	-	A6NLU0-A6NLU0-MDL-6j0l.pdb3-B-1-A-1.pdb
A6NLX3	Q00526	1	0	Model	5uq2	1	B	0	42.6	54.0	108	235	-	A	0	78.3	93.8	1	286	-	A6NLX3-Q00526-MDL-5uq2.pdb1-B-0-A-0.pdb
A6NLX3	Q00535	1	0	Model	5uq2	1	B	0	42.6	54.0	108	235	-	A	0	59.9	100.0	1	292	-	A6NLX3-Q00535-MDL-5uq2.pdb1-B-0-A-0.pdb
A6NMX2	Q13541	1	0	Model	4ued	1	A	0	71.8	74.8	62	242	-	B	0	100.0	28.8	50	83	-	A6NMX2-Q13541-MDL-4ued.pdb1-A-0-B-0.pdb
A6NNY8	Q9UPT9	1	0	Model	6crn	1	C	0	31.8	79.0	76	421	-	D	0	31.0	67.0	169	520	-	A6NNY8-Q9UPT9-MDL-6crn.pdb1-C-0-D-0.pdb
A6PVS8	O43639	1	0	Dom_dom_model	4cc4	-	C	-	25.0	5.4	73	109	LRR_4	D	-	23.5	11.6	203	248	SH3_1	A6PVS8-O43639-MDD-LRR_4-SH3_1-4cc4-C-162-207-D-1519-1568.pdb
A6XGL2	P06213	1	0	Structure	6pxw	1	C	0	65.8	74.5	26	98	-	A	0	97.1	42.8	28	618	-	A6XGL2-P06213-EXP-6pxw.pdb1-C-0-A-0.pdb
A7KAX9	P60953	1	0	Dom_dom_model	1am4	-	C	-	27.3	7.0	386	534	RhoGAP	F	-	88.3	81.2	5	173	Ras	A7KAX9-P60953-MDD-RhoGAP-Ras-1am4-C-63-212-F-505-677.pdb
A7KAX9	Q8N264	1	0	Model	3byi	5	B	0	34.1	8.7	353	533	-	A	0	30.3	26.5	132	329	-	A7KAX9-Q8N264-MDL-3byi.pdb5-B-0-A-0.pdb
A7KAX9	Q9NYB9	1	0	Dom_dom_model	2d1x	-	A	-	34.6	2.3	266	317	SH3_9	B	-	53.1	9.6	458	506	SH3_9	A7KAX9-Q9NYB9-MDD-SH3_9-SH3_9-2d1x-A-10-58-B-10-58.pdb
A7MCY6	A7MCY6	1	0	Model	5z7l	1	D	0	56.8	6.0	39	75	-	C	0	56.8	6.0	39	75	-	A7MCY6-A7MCY6-MDL-5z7l.pdb1-D-0-C-0.pdb
A8K008	Q8TCD0	1	0	Structure	6uc5	1	H	0	87.4	47.0	22	243	-	L	0	88.5	91.2	21	238	-	A8K008-Q8TCD0-EXP-6uc5.pdb1-H-0-L-0.pdb
A8K0B5	A8K0B5	1	0	Structure	5yz1	1	B	0	100.0	88.3	22	179	-	A	0	100.0	88.8	21	179	-	A8K0B5-A8K0B5-EXP-5yz1.pdb1-B-0-A-0.pdb
A8K8P3	P41208	1	0	Structure	2k2i	1	B	0	100.0	1.6	641	660	-	A	0	100.0	45.9	94	172	-	A8K8P3-P41208-EXP-2k2i.pdb1-B-0-A-0.pdb
A8MT69	A8MT69	1	0	Structure	4ne3	1	B	0	98.6	91.4	8	81	-	B	1	98.6	91.4	8	81	-	A8MT69-A8MT69-EXP-4ne3.pdb1-B-0-B-1.pdb
A8MT69	Q8IYD8	1	0	Structure	4e45	2	G	0	100.0	91.4	8	81	-	J	0	90.5	5.7	676	791	-	A8MT69-Q8IYD8-EXP-4e45.pdb2-G-0-J-0.pdb
A8MT69	Q8N2Z9	1	0	Structure	4ne3	1	B	1	98.6	91.4	8	81	-	A	1	96.7	66.7	14	105	-	A8MT69-Q8N2Z9-EXP-4ne3.pdb1-B-1-A-1.pdb
A8MTQ0	O14770	1	0	Model	2r5y	1	A	0	45.9	23.9	157	216	-	B	0	49.0	10.7	283	333	-	A8MTQ0-O14770-MDL-2r5y.pdb1-A-0-B-0.pdb
A8MTQ0	Q12837	1	0	Dom_dom_model	4zn8	-	A	-	32.6	18.3	161	206	Homeodomain	B	-	22.7	10.8	352	395	Homeodomain	A8MTQ0-Q12837-MDD-Homeodomain-Homeodomain-4zn8-A-1-50-B-2-50.pdb
A8MTQ0	Q9H2Z4	1	0	Model	3a01	1	B	0	49.1	22.7	157	213	-	A	0	43.8	22.3	173	251	-	A8MTQ0-Q9H2Z4-MDL-3a01.pdb1-B-0-A-0.pdb
A8MTZ0	Q8NFJ9	1	0	Structure	6xt9	1	J	0	100.0	59.8	26	80	-	A	0	100.0	95.6	21	587	-	A8MTZ0-Q8NFJ9-EXP-6xt9.pdb1-J-0-A-0.pdb
A8MTZ0	Q96RK4	1	0	Structure	6xt9	1	J	0	100.0	59.8	26	80	-	D	0	100.0	76.3	28	423	-	A8MTZ0-Q96RK4-EXP-6xt9.pdb1-J-0-D-0.pdb
A8MV65	P28347	1	0	Dom_dom_model	4eaz	-	D	-	63.3	9.2	82	111	Vg_Tdu	A	-	79.6	48.1	215	423	YBD	A8MV65-P28347-MDD-Vg_Tdu-YBD-4eaz-D-21-50-A-215-424.pdb
A8MV65	Q15561	1	0	Dom_dom_model	4eaz	-	D	-	63.3	9.2	82	111	Vg_Tdu	A	-	92.4	47.5	222	431	YBD	A8MV65-Q15561-MDD-Vg_Tdu-YBD-4eaz-D-21-50-A-215-424.pdb
A8MV65	Q15562	1	0	Dom_dom_model	4eaz	-	D	-	63.3	9.2	82	111	Vg_Tdu	A	-	67.1	46.1	227	444	YBD	A8MV65-Q15562-MDD-Vg_Tdu-YBD-4eaz-D-21-50-A-215-424.pdb
A8MV65	Q99594	1	0	Dom_dom_model	4eaz	-	D	-	63.3	9.2	82	111	Vg_Tdu	A	-	75.4	47.4	223	432	YBD	A8MV65-Q99594-MDD-Vg_Tdu-YBD-4eaz-D-21-50-A-215-424.pdb
A8MW92	P68431	1	0	Model	5tbn	1	A	0	75.5	4.8	680	728	-	C	0	100.0	8.1	2	12	-	A8MW92-P68431-MDL-5tbn.pdb1-A-0-C-0.pdb
A8MW95	A8MW95	1	0	Structure	5k7b	1	B	0	100.0	20.9	158	247	-	A	0	100.0	20.2	160	246	-	A8MW95-A8MW95-EXP-5k7b.pdb1-B-0-A-0.pdb
A8MYU2	A8MYU2	1	0	Structure	4hpf	1	B	1	76.2	62.1	331	1043	-	A	1	76.9	62.1	331	1043	-	A8MYU2-A8MYU2-EXP-4hpf.pdb1-B-1-A-1.pdb
A9QM74	Q14974	1	0	Model	1qgk	1	B	0	54.8	8.1	10	51	-	A	0	99.8	100.0	1	876	-	A9QM74-Q14974-MDL-1qgk.pdb1-B-0-A-0.pdb
A9UHW6	A9UHW6	1	0	Model	2i2o	1	B	0	72.9	94.6	8	217	-	A	0	73.0	95.0	7	217	-	A9UHW6-A9UHW6-MDL-2i2o.pdb1-B-0-A-0.pdb
A9YTQ3	P27540	1	0	Model	5y7y	1	A	0	83.4	34.4	38	278	-	B	0	70.3	46.9	95	464	-	A9YTQ3-P27540-MDL-5y7y.pdb1-A-0-B-0.pdb
B0I1S0	B0I1S0	1	0	Structure	6sc2	1	B	0	83.9	99.8	10	4307	-	A	0	85.7	99.8	10	4307	-	B0I1S0-B0I1S0-EXP-6sc2.pdb1-B-0-A-0.pdb
B0I1S0	E5BBQ0	1	0	Structure	6sc2	1	A	0	85.7	99.8	10	4307	-	B	0	23.7	37.4	6	73	-	B0I1S0-E5BBQ0-EXP-6sc2.pdb1-A-0-B-0.pdb
B0I1S0	Q8TCX1	1	0	Structure	6sc2	1	A	0	85.7	99.8	10	4307	-	E	0	91.8	96.9	4	343	-	B0I1S0-Q8TCX1-EXP-6sc2.pdb1-A-0-E-0.pdb
B0I1S0	Q8WVS4	1	0	Structure	6sc2	1	A	0	85.7	99.8	10	4307	-	C	0	93.2	49.7	526	1055	-	B0I1S0-Q8WVS4-EXP-6sc2.pdb1-A-0-C-0.pdb
B2RNN3	P0C862	1	0	Model	6u66	1	B	0	55.3	39.0	201	330	-	A	0	56.1	39.0	201	330	-	B2RNN3-P0C862-MDL-6u66.pdb1-B-0-A-0.pdb
B2RNN3	Q15848	1	0	Model	6u66	1	C	0	55.3	39.0	201	330	-	B	0	99.3	57.8	104	244	-	B2RNN3-Q15848-MDL-6u66.pdb1-C-0-B-0.pdb
B2RTY4	P60953	1	0	Model	5hpy	2	D	0	56.9	7.4	2074	2261	-	F	0	55.2	91.1	5	178	-	B2RTY4-P60953-MDL-5hpy.pdb2-D-0-F-0.pdb
B2RXF5	O15156	1	0	Model	2if5	1	A	0	39.3	26.5	3	114	-	A	1	54.9	24.7	9	141	-	B2RXF5-O15156-MDL-2if5.pdb1-A-0-A-1.pdb
B2RXF5	Q05516	1	0	Model	2q81	1	C	0	46.9	26.8	2	114	-	D	0	36.2	15.6	14	118	-	B2RXF5-Q05516-MDL-2q81.pdb1-C-0-D-0.pdb
B2RXH8	B2RXH8	1	0	Model	1txp	-	D	-	92.9	9.6	180	207	-	A	-	92.9	9.6	180	207	-	B2RXH8-B2RXH8-MDL-pdb1txp.ent-D-0-A-0.pdb
B2RXH8	O60812	1	0	Model	1txp	-	C	-	92.9	9.6	180	207	-	B	-	92.9	9.6	180	207	-	B2RXH8-O60812-MDL-pdb1txp.ent-C-0-B-0.pdb
B2RXH8	P07910	1	0	Model	1txp	-	C	-	92.9	9.6	180	207	-	D	-	96.4	9.2	193	220	-	B2RXH8-P07910-MDL-pdb1txp.ent-C-0-D-0.pdb
B2RXH8	Q86SE5	1	0	Dom_dom_model	6nty	-	A	-	23.2	20.1	19	78	RRM_1	B	-	20.6	20.6	24	84	RRM_1	B2RXH8-Q86SE5-MDD-RRM_1-RRM_1-6nty-A-23-92-B-23-92.pdb
B2RXH8	Q9UKM9	1	0	Dom_dom_model	6nty	-	A	-	23.2	20.1	19	78	RRM_1	B	-	22.1	19.6	24	84	RRM_1	B2RXH8-Q9UKM9-MDD-RRM_1-RRM_1-6nty-A-23-92-B-23-92.pdb
B4DV12	B4DV12	1	0	Structure	5god	1	B	0	100.0	49.7	1	76	-	A	0	100.0	49.7	1	76	-	B4DV12-B4DV12-EXP-5god.pdb1-B-0-A-0.pdb
B5MDL5	P29074	1	0	Structure	5ez0	4	H	0	100.0	3.2	269	277	-	D	0	100.0	10.3	510	604	-	B5MDL5-P29074-EXP-5ez0.pdb4-H-0-D-0.pdb
B5ME19	O15372	1	0	Structure	3j8b	1	C	0	100.0	57.0	327	847	-	H	0	88.1	52.6	37	221	-	B5ME19-O15372-EXP-3j8b.pdb1-C-0-H-0.pdb
B7U540	P63252	1	0	Model	3sph	1	A	0	88.9	76.4	42	372	-	A	3	77.1	77.0	43	371	-	B7U540-P63252-MDL-3sph.pdb1-A-0-A-3.pdb
B7Z8K6	B7Z8K6	1	0	Structure	1hxm	5	E	0	100.0	56.2	1	86	-	A	1	100.0	56.2	1	86	-	B7Z8K6-B7Z8K6-EXP-1hxm.pdb5-E-0-A-1.pdb
B7Z8K6	P03986	1	0	Structure	1hxm	2	C	0	100.0	56.2	1	86	-	D	0	96.3	57.1	1	108	-	B7Z8K6-P03986-EXP-1hxm.pdb2-C-0-D-0.pdb
B7ZMF2	P0CG48	1	0	Structure	6vae	1	A	0	91.8	97.7	1	1297	-	C	0	100.0	11.1	153	228	-	B7ZMF2-P0CG48-EXP-6vae.pdb1-A-0-C-0.pdb
B7ZMF2	Q9BXW9	1	0	Structure	6vaa	1	A	0	90.8	96.4	1	1280	-	B	0	86.4	91.8	45	1376	-	B7ZMF2-Q9BXW9-EXP-6vaa.pdb1-A-0-B-0.pdb
B8YAC7	B8YAC7	1	0	Structure	3c5j	2	B	0	97.3	100.0	1	183	-	B	1	97.3	100.0	1	183	-	B8YAC7-B8YAC7-EXP-3c5j.pdb2-B-0-B-1.pdb
B8YAC7	P01903	1	0	Structure	3c5j	1	B	0	97.3	100.0	1	183	-	A	0	100.0	70.1	28	205	-	B8YAC7-P01903-EXP-3c5j.pdb1-B-0-A-0.pdb
B8YAC7	Q05639	1	0	Structure	3c5j	1	B	0	97.3	100.0	1	183	-	C	0	100.0	2.8	343	355	-	B8YAC7-Q05639-EXP-3c5j.pdb1-B-0-C-0.pdb
C5MK56	P01848	1	0	Structure	4jrx	1	A	0	100.0	76.2	25	300	-	D	0	97.8	63.6	1	89	-	C5MK56-P01848-EXP-4jrx.pdb1-A-0-D-0.pdb
C5MK56	P01850	1	0	Structure	4pri	1	A	0	100.0	76.2	25	300	-	E	0	96.1	73.3	1	129	-	C5MK56-P01850-EXP-4pri.pdb1-A-0-E-0.pdb
